name,owner,stars,age_days,merged_pull_requests,releases,update_frequency_days,primary_language,closed_issues_ratio,health_index
build-web-application-with-golang,astaxie,43907,5134,757,0,833,Go,0.5947712418300654,0.3100836046874261
spark,apache,43865,4562,8,0,0,Scala,0.6060606060606061,0.3433127209436708
data-engineer-handbook,DataExpert-io,43837,1007,181,0,19,Jupyter Notebook,0.7663551401869159,0.25376384880883546
TensorFlow-Examples,aymericdamien,43737,3938,88,0,757,Jupyter Notebook,0.2970711297071129,0.24518552596436335
ccxt,ccxt,43710,3388,15647,249,0,Python,0.9800814064259116,0.5738494041648551
ray,ray-project,43583,3588,32214,129,0,Python,0.8747497606406127,0.5904342317224145
hyperswitch,juspay,43529,1406,7609,158,0,Rust,0.679771265189421,0.29910885423404443
zod,colinhacks,43515,2359,1160,205,3,TypeScript,0.9819219790675549,0.5015523365386367
Fabric,danielmiessler,43506,962,646,423,13,Go,0.9650756693830036,0.3388631185503347
academic-research-skills,Imbad0202,43431,178,412,40,3,Python,0.939873417721519,0.40532190403758167
gradio,gradio-app,43406,2804,5736,1000,1,Python,0.9760416666666668,0.6446272138546997
CPlusPlusThings,Light-City,43373,2597,78,0,99,C++,0.9653679653679652,0.3176389399390835
what-happens-when,alex,43299,4672,108,0,734,,0.18,0.3010446688302171
zig,ziglang,43298,4035,9540,21,269,Zig,0.7989202780653749,0.3581805745830578
pm2,Unitech,43272,4842,558,138,52,JavaScript,0.8020205945210802,0.5417291589141088
puter,HeyPuter,43190,903,2041,22,0,TypeScript,0.9934747145187602,0.4341877713887134
HEU_KMS_Activator,zbezj,43143,2618,0,54,48,,0.1553398058252427,0.2842840057430651
lossless-cut,mifi,43137,3584,269,106,2,TypeScript,0.8529106029106029,0.5072294918576313
headscale,juanfont,43106,2254,1349,140,24,Go,0.9337304542069992,0.3326256731784583
fuels-rs,FuelLabs,43056,1756,915,121,55,Rust,0.9245852187028658,0.31097372548584995
fuels-ts,FuelLabs,43017,1814,1979,156,148,TypeScript,0.9608785175017158,0.46877021569666544
DeepSpeed,deepspeedai,42980,2403,3188,115,0,Python,0.6540171953750371,0.45896502047155796
python-patterns,faif,42938,5190,293,0,3,Python,0.9072164948453608,0.5451573512616418
curl,curl,42670,6001,211,97,0,C,0.9989195029713668,0.4438318842679172
git-flight-rules,k88hudson,42597,4414,227,0,30,,0.8082191780821918,0.4228997282884991
diagrams,mingrammer,42541,2394,360,46,7,Python,0.4223034734917733,0.41601522315448514
ailearning,apachecn,42475,3466,478,2,649,Python,0.9661016949152542,0.46132752649165526
Alamofire,Alamofire,42418,4406,674,106,20,Swift,0.9890031926214968,0.3963788823252555
LibreChat,danny-avila,42361,1288,4192,94,0,TypeScript,0.9266354187894844,0.45444597908135487
hyperframes,heygen-com,42266,166,2226,360,0,TypeScript,0.8655737704918033,0.44948796557256354
cobalt,imputnet,42220,1506,252,0,139,Svelte,0.7800387596899225,0.2629840046361308
daisyui,saadeghi,42174,2093,618,230,0,JavaScript,0.9936392548841436,0.4975019042581304
BettaFish,666ghj,42071,783,119,6,6,Python,0.997737556561086,0.423657496637211
fastlane,fastlane,42015,4282,6482,568,5,Ruby,0.9610643415514132,0.4738963647058295
WeChatMsg,LC044,41993,1320,62,0,236,,,0.23312844993018123
swiper,nolimits4web,41892,5274,629,103,17,TypeScript,0.9588406791287944,0.5686578333234038
agno,agno-agi,41853,1572,3684,233,0,Python,0.7684551674468851,0.4654327391928457
black,psf,41816,3083,1894,55,3,Python,0.9056402979780064,0.4941890418990538
free,freefq,41808,2268,0,0,733,,0.3288740245261984,0.23531190592243717
aria2,aria2,41794,5748,258,24,59,C++,0.4304257528556593,0.36031989667687386
hexo,hexojs,41771,5082,1000,118,10,TypeScript,0.9885028742814296,0.5697081891558033
pure-bash-bible,dylanaraps,41717,2993,28,0,999,Shell,0.4285714285714285,0.2162666017459429
cheat.sh,chubin,41674,3394,129,0,242,Python,0.5091575091575091,0.4334569303008034
yazi,sxyazi,41624,1142,1282,32,0,Rust,0.9744637385086824,0.28893402221795744
uni-app,dcloudio,41599,2964,584,0,2,JavaScript,0.8643669149353195,0.4748169304216682
reactive-resume,amruthpillai,41566,2342,938,136,3,TypeScript,0.950440018527096,0.4867519432658356
dubbo,apache,41556,5178,6134,114,2,Java,0.8875572313493132,0.5739393417142883
chatbox,chatboxai,41535,1266,81,60,9,TypeScript,0.5720118782479584,0.3998373087202658
tabler,tabler,41535,3125,949,51,2,Astro,0.9598360655737704,0.34848645890452823
yarn,yarnpkg,41486,3868,1655,153,103,JavaScript,0.7178442028985508,0.5053204703517251
ColossalAI,hpcaitech,41438,1760,3708,50,5,Python,0.7449741527857553,0.44080796220605084
stats,exelban,41383,2642,456,349,0,Swift,0.9928522804629,0.38126845583287156
agent-browser,vercel-labs,41187,224,582,102,0,Rust,0.4224137931034483,0.21059554696812305
Xray-core,XTLS,41183,2113,1425,119,0,Go,0.9884095299420476,0.3328321684496766
claude-howto,luongnv89,41167,288,69,10,4,Python,0.6666666666666666,0.3736535753478909
nw.js,nwjs,41162,5345,576,0,4,JavaScript,0.8807671673819742,0.5475459138342511
ai-agent-book,bojieli,41155,348,751,1,0,Python,0.96045197740113,0.4077768440167311
styled-components,styled-components,41121,3659,1067,239,5,TypeScript,0.9963443004320373,0.5466837157926383
gkd,gkd-kit,41114,1146,16,75,1,Kotlin,0.986198243412798,0.293654641218025
vuetify,vuetifyjs,41033,3632,4809,675,1,TypeScript,0.9816733583732676,0.6189716271365979
vue2-elm,bailicangdu,41026,3530,21,0,499,Vue,0.8114104595879557,0.3042608430841717
ChatGLM-6B,zai-org,40985,1259,47,0,787,Python,0.5699088145896657,0.3427829663238904
Awesome-Design-Tools,goabstract,40975,2749,283,0,755,JavaScript,0.4727272727272727,0.37928309969781493
GPT_API_free,chatanywhere,40967,1218,1,0,25,,0.9977220956719818,0.33446929332524855
zju-icicles,QSCTech,40893,3708,232,0,215,HTML,0.8846153846153846,0.33535921616589415
awesome-system-design-resources,ashishps1,40870,1033,3,0,187,Java,0.7714285714285715,0.3943945396332453
CodeWhale,Hmbown,40836,215,1762,134,0,Rust,0.9428571428571428,0.2742932421587354
faiss,facebookresearch,40795,3484,137,28,3,C++,0.9226340410219503,0.3497083351959914
vim,vim,40787,4022,440,0,0,Vim Script,0.8388090349075975,0.3534172860504216
remote-jobs,remoteintech,40739,3967,1454,0,12,JavaScript,0.9803921568627452,0.518811265709424
appsmith,appsmithorg,40727,2245,14332,308,1,TypeScript,0.8136342582845594,0.5273218038938046
ToolJet,ToolJet,40725,1972,9097,596,0,JavaScript,0.8957426679280984,0.5586731087750274
sniffnet,GyulyVGC,40657,1483,547,18,0,Rust,0.8482384823848238,0.28158237514437173
awesome-cursorrules,PatrickJS,40650,706,101,0,84,JavaScript,0.8787878787878788,0.4027776268372798
50projects50days,bradtraversy,40625,2106,44,0,543,CSS,,0.1994610231977432
chakra-ui,chakra-ui,40585,2563,3021,1000,1,TypeScript,0.9995410738871042,0.633416924816263
duckdb,duckdb,40549,2980,11686,63,1,C++,0.9250268240343348,0.36818201038639164
trpc,trpc,40537,2227,3924,239,9,TypeScript,0.8864468864468864,0.4986882992435732
tidb,pingcap,40461,4004,36078,215,0,Go,0.7818812999288971,0.46503854173130726
Sunshine,LizardByte,40458,1711,2130,46,0,C++,0.9299926308032423,0.3052599890086922
manim,ManimCommunity,40402,2287,2133,34,0,Python,0.7771017699115044,0.4541222378746207
wrk,wg,40391,5269,0,0,967,C,,0.2754982742008689
it-tools,CorentinTh,40326,2331,493,10,7,Vue,0.3160112359550562,0.24755349901099016
nushell,nushell,40319,2662,9124,125,0,Rust,0.8108108108108109,0.34950109368600657
php-src,php,40314,5547,5579,60,0,C,0.8215350223546944,0.41849518893963034
outline,outline,40303,3744,5282,166,0,TypeScript,0.9917374881964116,0.548258373265888
langgraph,langchain-ai,40285,1109,3912,560,0,Python,0.6920551543007223,0.4929411907111284
phaser,phaserjs,40195,4881,1746,178,2,JavaScript,0.9767791872715544,0.5737282418748015
BitNet,microsoft,40122,748,34,0,27,C++,0.3398692810457516,0.1990367917845467
codebase-memory-mcp,DeusData,40109,179,519,46,1,C,0.5362663495838288,0.21295847828389436
photoprism,photoprism,40100,3130,961,83,0,Go,0.8344671201814059,0.34002089522385576
fiber,gofiber,40073,2411,2429,142,0,Go,0.979861910241657,0.3466801639460066
croc,schollz,40057,3232,383,212,0,Go,0.9968,0.3785865323553113
bert,google-research,40045,2858,32,0,760,Python,0.3100436681222707,0.3640222942429207
esbuild,evanw,40014,3722,263,315,14,Go,0.8611890788466445,0.392848242044748
insomnia,Kong,39956,3774,4235,562,2,TypeScript,0.8168979187314173,0.5869841617042232
gorm,go-gorm,39922,4685,790,12,59,Go,0.926118795768918,0.38170233034180767
shellcheck,koalaman,39913,5027,346,30,19,Haskell,0.6301460823373174,0.3639591296808757
llvm-project,llvm,39886,3546,97711,159,0,LLVM,0.7016797723587186,0.5831332643363379
openscreen,siddharthvaddem,39885,317,195,13,67,TypeScript,0.9207650273224044,0.39892023722232267
video.js,videojs,39860,5944,1829,336,20,JavaScript,0.8863343755747655,0.6184827772203548
ChatTTS,2noise,39788,817,223,7,135,Python,0.9158050221565732,0.4083261862911882
ink,vadimdemedes,39717,3359,323,81,11,TypeScript,0.9629629629629628,0.5082502358037344
qBittorrent,qbittorrent,39655,5314,4412,4,1,C++,0.8542562825447136,0.40379911695102577
novu,novuhq,39644,1823,8469,144,0,TypeScript,0.9690011481056258,0.4928345693450271
mindshub,mindsdb,39636,2942,5927,339,1,Makefile,0.9997745716862038,0.4026272410838858
Deep-Learning-Papers-Reading-Roadmap,floodsung,39550,3600,28,0,1365,Python,0.0862068965517241,0.32498198134925693
halo,halo-dev,39550,3077,3229,269,5,Java,0.9764331210191084,0.5368722410309088
styleguide,google,39524,4112,201,0,81,HTML,0.6775067750677507,0.3331240174426738
AstrBot,AstrBotDevs,39523,1354,1717,251,2,Python,0.8382171499074645,0.4642995316870339
FastChat,lm-sys,39521,1253,852,14,114,Python,0.5458692346680183,0.3851668173721987
NewPipe,TeamNewPipe,39461,4006,1894,147,0,Java,0.866441983630236,0.5314911984566362
polars,pola-rs,39457,2292,13706,265,0,Rust,0.8082191780821918,0.3702385039404447
quivr,QuivrHQ,39417,1198,1824,354,410,Python,0.9935316946959896,0.4672275466660123
devdocs,freeCodeCamp,39357,4685,1018,0,2,Ruby,0.8589243959469992,0.3766646224458852
leveldb,google,39350,4378,65,21,165,C++,0.6766541822721598,0.33866359418821657
ShareX,ShareX,39263,4701,0,90,1,C#,0.9134474976768884,0.5441448075383093
bark,suno-ai,39249,1233,19,0,734,Jupyter Notebook,0.502092050209205,0.18783890076318466
drawdb,drawdb-io,39210,1134,440,0,0,JavaScript,0.6413043478260869,0.39581081328505674
LightRAG,HKUDS,39114,690,1579,82,0,Python,0.8735332464146024,0.42273315339949696
agents,wshobson,39045,394,172,0,0,Python,0.9661016949152542,0.40821340383086235
marker,datalab-to,39033,1027,233,72,16,Python,0.4668587896253602,0.38306173865291704
sub2api,Wei-Shaw,38991,248,1485,39,0,Go,0.3351097178683385,0.1945959183188838
googletest,google,38954,4044,835,12,1,C++,0.8645268862025844,0.3595499593928188
awesome-deepseek-integration,deepseek-ai,38928,955,288,0,181,,0.806930693069307,0.2905435668785462
aseprite,aseprite,38924,4386,553,130,1,C++,0.5875912408759124,0.35681399199436903
ruoyi-vue-pro,YunaiV,38917,2037,78,66,9,Java,0.9887780548628428,0.46884969355914974
mattermost,mattermost,38887,4087,22360,1000,0,TypeScript,0.9369379014989292,0.7189152622022481
dioxus,DioxusLabs,38853,2046,2083,42,3,Rust,0.7563025210084033,0.29557134124926976
Folo,RSSNext,38848,867,1517,113,5,TypeScript,0.8567096285064443,0.43039261274345897
metasploit-framework,rapid7,38848,5472,12065,0,1,Ruby,0.9245598057073466,0.4340070639829102
spacedrive,spacedriveapp,38836,1791,1968,28,25,Rust,0.948905109489051,0.305076522561935
preact,preactjs,38830,3999,2087,251,0,JavaScript,0.9902112313240596,0.5607412333402235
materialize,Dogfalo,38812,4362,449,41,3,JavaScript,0.8806742003447615,0.524088192507925
zoxide,ajeetdsouza,38789,2362,264,38,1,Rust,0.8691588785046729,0.3123482211211821
posthog,PostHog,38770,2403,55129,926,0,Python,0.6758528936615034,0.7084197992328064
lapce,lapce,38765,3120,1184,35,39,Rust,0.5934281510544385,0.3045953956400713
oh-my-claudecode,Yeachan-Heo,38758,226,1705,244,0,TypeScript,0.9971448965024984,0.4468584596390833
UI-TARS-desktop,bytedance,38695,581,1074,38,18,TypeScript,0.4014732965009208,0.35947792196263106
ant-design-pro,ant-design,38688,3285,1181,34,4,TypeScript,0.9957325746799432,0.5050364284514315
tesseract.js,naptha,38660,4078,205,57,98,JavaScript,0.9579945799457996,0.5199810451398555
python-cheatsheet,gto76,38636,3132,0,1,25,Python,1.0,0.49184436236247675
google-research,google-research,38606,2879,34,0,1,Jupyter Notebook,0.2404371584699453,0.25349687499695567
Langchain-Chatchat,chatchat-space,38569,1241,621,31,286,Python,0.9988229755178908,0.42530510277822686
RevokeMsgPatcher,huiyadanli,38555,2590,14,21,7,C#,0.9457142857142856,0.4739198339651834
engineering-blogs,kilimchoi,38541,4088,681,0,732,Ruby,0.7857142857142857,0.30549968095677715
langextract,google,38474,410,121,18,4,Python,0.6080402010050251,0.3722781296720743
cli,httpie,38447,5293,406,47,614,Python,0.7945054945054945,0.5060274857230742
erpnext,frappe,38412,5555,32180,1000,0,Python,0.9045342215536692,0.7829590146426064
aspnetcore,dotnet,38391,4548,19879,296,0,C#,0.904887548687021,0.6176206027350983
istio,istio,38351,3564,30627,450,0,Go,0.9822220211707228,0.4956643200871942
umami,umami-software,38331,2228,961,110,2,TypeScript,0.982573726541555,0.48304174380808174
portainer,portainer,38314,3747,4786,189,2,TypeScript,0.8856022225853898,0.5389930839948878
sqlmap,sqlmapproject,38250,5171,185,11,0,Python,0.9953984907049512,0.5557045695159806
MPAndroidChart,PhilJay,38192,4503,191,44,444,Java,0.5836858006042296,0.4690434977962903
impress.js,impress,38169,5351,125,15,31,JavaScript,0.8948453608247423,0.5487595602933381
awesome-copilot,github,38154,438,1262,0,2,Python,0.8891129032258065,0.40370659584171537
interview,huihut,38147,3117,36,0,364,C++,0.9701492537313432,0.31739046152612677
tiptap,ueberdosis,38134,2924,1803,985,3,TypeScript,0.7960901439044258,0.6168672755170079
Hyprland,hyprwm,38104,1620,2946,117,0,C++,0.9932738326219118,0.3220110625611696
xyflow,xyflow,38102,2596,1603,384,2,TypeScript,0.9631164525486946,0.5345751321997522
harness,harness,38088,4580,1060,59,1,Go,0.9537856440511308,0.3928067281276198
compose,docker,38048,4640,3984,284,2,Go,0.992373689227836,0.43952449022699364
v,vlang,37803,2753,13810,304,0,V,0.9961910070605724,0.4104452111426881
Retrieval-based-Voice-Conversion-WebUI,RVC-Project,37787,1245,0,8,19,Python,0.7227095516569201,0.4069104737667401
Kronos,shiyu-coder,37786,418,19,0,132,Python,0.2920962199312715,0.3275619261866108
freecodecamp.cn,FreeCodeCampChina,37775,3614,55,0,1134,CSS,0.7568027210884354,0.26214375039837345
servo,servo,37774,5309,25811,14,0,Rust,0.8212539721339526,0.45332018947380043
prompt-eng-interactive-tutorial,anthropics,37762,873,1,0,175,Jupyter Notebook,0.0952380952380952,0.16717549652118155
wtfjs,denysdovhan,37677,3327,127,25,51,JavaScript,0.8067226890756303,0.47907078126617253
GFPGAN,TencentARC,37657,1983,14,8,757,Python,0.2647058823529412,0.3343289655111326
taro,NervJS,37654,3059,3498,211,2,TypeScript,0.889936643583321,0.5191080311171208
Coursera-ML-AndrewNg-Notes,fengdu78,37613,3214,14,0,363,HTML,0.2142857142857142,0.23850361252541927
trivy,aquasecurity,37570,2691,3717,92,2,Go,0.9467607440667094,0.3469474566735577
Trilium,TriliumNext,37557,3379,3218,354,0,TypeScript,0.8901000714796283,0.5495767821782871
dspy,stanfordnlp,37537,1321,1718,111,1,Python,0.8097531607465382,0.4392976192735548
LLM101n,karpathy,37502,818,0,0,752,,,0.17090607748470174
arthas,alibaba,37498,2916,626,78,9,Java,0.8192325473878872,0.4798734590243442
awesome-shell,alebcay,37489,4430,307,0,360,,0.359375,0.3428280448085337
directus,directus,37484,5002,9185,372,0,TypeScript,0.9654861944777912,0.6233072790362125
REKCARC-TSC-UHT,PKUanonym,37446,2697,199,0,1,HTML,0.8918918918918919,0.3189541421514724
Open-Assistant,LAION-AI,37407,1349,1616,127,736,Python,0.8616504854368932,0.40299475599026563
rufus,pbatard,37404,5390,1,90,20,C,0.9962935507783544,0.4225243168084032
open-notebook,lfnovo,37399,670,460,42,7,TypeScript,0.8162911611785095,0.4068116746190087
humanizer,blader,37360,217,25,4,4,Python,0.9175257731958762,0.3976724775762335
deeplearningbook-chinese,exacity,37360,3546,16,7,2455,TeX,0.6813725490196079,0.17219405413839134
tutorials,eugenp,37325,4863,13834,0,4,Java,0.9823232323232324,0.5761620383516676
gym,openai,37248,3770,1000,19,149,Python,0.9385201305767138,0.501780863594822
DeepTutor,HKUDS,37245,238,297,70,1,Python,0.810880829015544,0.3974997951078225
OpenVoice,myshell-ai,37242,998,18,0,491,Python,0.2089136490250696,0.31394218769444404
interview_internal_reference,0voice,37236,2631,35,0,305,Python,0.3725490196078431,0.3918154428826505
sing-box,SagerNet,37215,1515,210,584,0,Go,0.9268144549043426,0.3751266242995619
ai-engineering-hub,patchy631,37152,671,68,0,26,Jupyter Notebook,0.5490196078431373,0.21951274904924975
CasaOS,IceWhaleTech,37117,1792,275,97,382,Go,0.5249709639953543,0.24368154405774878
pytorch-image-models,huggingface,37084,2759,561,78,1,Python,0.9594594594594594,0.4906911179239797
marked,markedjs,37083,5509,1741,179,1,JavaScript,0.9952522255192878,0.5946780806405054
Hello-Python,mouredev,37061,1481,0,0,377,Python,0.905829596412556,0.4106988550682932
wtfpython,satwikkansal,37057,3281,113,2,221,Python,0.6991150442477876,0.45218234952860376
fastify,fastify,37023,3615,3452,323,0,JavaScript,0.9766483516483516,0.5619040908455484
textual,Textualize,37012,1963,2311,223,43,Python,0.9043121149897332,0.4843656006916141
maigret,soxoj,36981,2248,1075,29,0,Python,0.9918290383406664,0.47288796397013266
CopilotKit,CopilotKit,36979,1161,3943,1000,0,TypeScript,0.8969991889699919,0.5827455405345603
JavaFamily,AobingJava,36975,2476,2,0,293,,0.9090909090909092,0.34811686196587727
MockingBird,babysor,36910,1842,82,1,173,Python,0.4646464646464646,0.3865506219036121
500-AI-Agents-Projects,ashishpatel26,36860,611,17,0,27,Python,0.217391304347826,0.331651748067905
claude-code-router,musistudio,36837,544,80,22,1,TypeScript,0.3076923076923077,0.34446327319918174
dokploy,Dokploy,36811,856,1682,170,2,TypeScript,0.7676484338475923,0.4295587261742918
shadowsocks-android,shadowsocks,36764,4998,258,186,14,Kotlin,0.9730799683293744,0.4236946885162393
everyone-can-use-english,ZuodaoTech,36706,2718,464,48,55,TypeScript,0.7584158415841584,0.45967849973134106
mediapipe,google-ai-edge,36697,2627,201,67,1,C++,0.938062466913711,0.3319148658358589
Data-Science-For-Beginners,microsoft,36697,1999,497,0,3,Jupyter Notebook,0.9927536231884058,0.30962373822976397
awesome-docker,veggiemonk,36696,4354,1057,1,4,,0.967948717948718,0.4455299668723405
khoj,khoj-ai,36681,1833,500,173,21,Python,0.8363636363636363,0.4626016865771588
nature-skills,Yuan1z0825,36676,121,140,0,0,Python,1.0,0.4036525341982754
linux-command,jaywcjlove,36656,3571,377,32,11,Markdown,0.6556603773584906,0.32410800653494626
mpv,mpv-player,36643,5062,4141,89,0,C,0.9103955511705084,0.4145058659381583
date-fns,date-fns,36638,4339,1073,127,13,TypeScript,0.6763990267639902,0.5150930326709908
typeorm,typeorm,36632,3828,2669,45,10,TypeScript,0.9488248234340628,0.5210514334408065
openhuman,tinyhumansai,36615,185,3051,56,0,Rust,0.8990057561486133,0.260065384956217
1Panel,1Panel-dev,36614,1496,5371,125,2,Go,0.9571635311143272,0.32133538973644715
Clone-Wars,GorvGoyl,36614,2090,130,0,747,,0.7777777777777778,0.28556949498686013
Real-ESRGAN,xinntao,36557,1861,21,10,747,Python,0.2342931937172775,0.3283230653396074
server,nextcloud,36551,3734,34230,463,0,PHP,0.8767977658831743,0.49998416708230453
glance,glanceapp,36550,847,118,34,2,Go,0.5794392523364486,0.23474687647927978
one-api,songquanpeng,36537,1219,287,55,226,JavaScript,0.490978676872608,0.37615423848698815
docs,inkonchain,36521,838,418,0,10,MDX,0.3170731707317073,0.2012235072727663
leetcode,doocs,36492,2898,4706,21,0,Java,0.9375,0.493987030012483
HanLP,hankcs,36479,4336,79,62,280,Python,0.99438202247191,0.5209478207384342
node,inkonchain,36474,831,40,6,17,Shell,0.4516129032258064,0.21513229261725647
500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,ashishpatel26,36471,2059,3,0,387,,0.3376623376623376,0.25396847076315127
og-aws,open-guides,36444,3693,498,0,737,Shell,0.388646288209607,0.2499913426072487
Vane,ItzCrazyKns,36402,866,87,34,134,TypeScript,0.6577777777777778,0.3856510992340638
playwright-mcp,microsoft,36387,519,541,69,1,TypeScript,0.9977220956719818,0.42654753859710304
ink-kit,inkonchain,36381,657,91,0,307,TypeScript,0.6,0.35749775298577635
955.WLB,formulahendry,36364,2705,18,0,566,,0.3129770992366412,0.26069498721267736
keycloak,keycloak,36350,4800,21085,112,0,Java,0.8657224363144987,0.5962198142855155
sheetjs,SheetJS,36330,5010,106,0,857,,0.950104821802935,0.40210901942393845
AdGuardHome,AdguardTeam,36316,3700,125,244,2,TypeScript,0.8079590488771466,0.5261812793485162
PDFMathTranslate,PDFMathTranslate,36309,716,154,24,0,Python,0.8592508513053349,0.40982252452957285
AgentGPT,reworkd,36304,1234,541,12,481,TypeScript,0.7185501066098081,0.37981038370650133
project-nomad,Crosstalk-Solutions,36233,425,409,76,4,TypeScript,0.9148148148148147,0.4153173296657417
firecracker,firecracker-microvm,36223,3230,3703,90,2,Rust,0.966225165562914,0.36481422671376607
jax,jax-ml,36207,2858,20747,140,0,Python,0.7609836971539099,0.5302823868768796
pnpm,pnpm,36187,3860,4833,1000,0,Rust,0.629827112619163,0.4865757767233835
vault,hashicorp,36156,4197,21334,182,1,Go,0.8241007740173015,0.4347508594706603
chatwoot,chatwoot,36095,2566,6272,149,0,Ruby,0.8318048105208513,0.34561848103452564
hello-algorithm,geekxh,36091,2277,26,0,1167,Java,0.75,0.3693989394105233
carbon,carbon-app,36088,3355,669,215,194,JavaScript,0.903735632183908,0.5114762264662691
lerna,lerna,36053,3915,1080,253,4,TypeScript,0.8948926720947447,0.5455423098510801
slate,slatedocs,36038,4726,298,28,203,,0.9178981937602628,0.4405299304094654
zsh-autosuggestions,zsh-users,36004,4684,116,0,425,Shell,0.7339743589743589,0.3350904287782523
VoxCPM,OpenBMB,35986,341,25,14,11,Python,0.7049689440993789,0.3794468243900477
searxng,searxng,35978,1959,3151,0,1,Python,0.8920557913887205,0.45406478142362366
medusa,medusajs,35966,2409,9334,163,0,TypeScript,0.9859729660800816,0.5171078815977207
wails,wailsapp,35937,2807,2125,358,0,Go,0.9359177215189872,0.3854152483781656
filebrowser,filebrowser,35927,3998,847,157,23,Go,1.0,0.39327060466390784
solid,solidjs,35907,3043,463,37,1,TypeScript,0.9855699855699857,0.4956099756132296
bitchat,permissionlesstech,35838,415,508,20,0,Swift,0.9012345679012346,0.25563272139835086
DragGAN,XingangPan,35760,1193,18,0,826,Python,0.2395833333333333,0.3026151240405701
vim-plug,junegunn,35751,4730,181,8,93,Vim Script,0.9301435406698564,0.37933334826452336
bulletproof-react,alan2207,35744,1911,75,0,101,TypeScript,0.6864406779661016,0.4168433382509388
lottie-android,airbnb,35708,3607,720,63,188,Java,0.9674751929437708,0.5035878201048192
awesome-react-native,jondot,35691,4167,912,0,779,JavaScript,0.4935064935064935,0.4239252885058235
koa,koajs,35689,4781,555,18,0,JavaScript,0.9807073954983924,0.5444131758771652
restic,restic,35675,4501,2442,51,21,Go,0.8450049784268171,0.37959242520303893
manifesto,opentofu,35674,1106,765,0,522,HTML,0.5384615384615384,0.20273703899323509
CyberChef,gchq,35646,3555,797,458,2,JavaScript,0.6576,0.5393043706359867
graphrag,microsoft,35643,878,757,42,2,Python,0.9928486293206198,0.4331503623825033
continue,continuedev,35603,1187,4078,827,1,TypeScript,0.9281751387014544,0.5612103453911124
How-To-Ask-Questions-The-Smart-Way,ryanhanwu,35597,4166,98,0,598,JavaScript,0.6666666666666666,0.45172609373595285
refine,refinedev,35557,2041,4697,1000,79,TypeScript,0.9948364888123924,0.6166030036052774
drizzle-orm,drizzle-team,35557,1886,713,182,4,TypeScript,0.6287858482980434,0.4446255827301736
jq,jqlang,35475,5148,713,16,0,C,0.8480851063829787,0.39110233512906306
tailscale,tailscale,35466,2395,8726,160,0,Go,0.6226895511127877,0.32546095554044296
just,casey,35432,3719,1795,146,2,Rust,0.8841961852861036,0.37433134669734525
fullPage.js,alvarotrigo,35407,4720,327,109,159,JavaScript,0.9732916265640038,0.5451737769012283
awesome-english-ebooks,hehonghui,35372,1517,0,0,1,CSS,,0.21659711913409554
awesome-cto,kuchin,35367,3536,18,0,174,,1.0,0.4055261961502261
frigate,blakeblackshear,35320,2766,4175,81,0,TypeScript,0.9874026189292228,0.5031630547539391
PageIndex,VectifyAI,35300,509,97,8,1,Python,0.4380165289256198,0.35546148938824923
nativefier,nativefier,35287,4067,261,99,1059,TypeScript,0.793856103476152,0.4496096763495265
husky,typicode,35280,4444,263,80,156,JavaScript,0.926391382405745,0.5275362183427525
Python,geekcomputers,35276,5380,2034,0,6,Python,0.2988929889298893,0.48902600019666836
hackathon-starter,sahat,35244,4666,610,18,2,JavaScript,0.9986263736263736,0.5429289390399042
next-ai-draw-io,DayuanJiang,35203,518,445,18,1,TypeScript,0.5675675675675675,0.3720892586498023
jieba,fxsjy,35125,5076,96,9,732,Python,0.2633979475484607,0.42841889432165164
HowToLiveLonger,geekan,35101,1590,14,0,461,,0.7253521126760564,0.2815596544874477
UTM,utmapp,35088,2690,292,130,18,Swift,0.7097732181425486,0.3177241595433487
DeepSeek-Reasonix,esengine,35072,124,3405,204,0,Go,0.7238117758335304,0.26234132844830027
zellij,zellij-org,35066,2182,1526,70,3,Rust,0.4604847207586933,0.270476917179223
the-way-to-go_ZH_CN,unknwon,35033,4900,592,0,739,Go,,0.2803230184691509
netty,netty,35033,5766,5765,13,3,Java,0.9158273381294963,0.5784536338984915
postiz-app,gitroomhq,35031,1142,300,199,0,TypeScript,0.8032786885245902,0.4430886527592291
glide,bumptech,35025,4793,640,59,2,Java,0.8692104102337892,0.5389396021888044
awesome-javascript,sorrycc,35018,4436,414,0,4,,0.9553571428571428,0.4448041678924941
awesome-sysadmin,awesome-foss,34968,4261,369,0,4,,1.0,0.4442119768902352
framework,laravel,34875,4972,18515,966,0,PHP,0.9969456955013718,0.5874484375464513
detectron2,facebookresearch,34684,2543,0,10,4,Python,0.8679350867375489,0.46259951229529916
AnotherRedisDesktopManager,qishibo,34674,2784,161,55,3,JavaScript,0.8697591436217663,0.4771929981250065
C-Plus-Plus,TheAlgorithms,34598,3690,705,0,316,C++,0.9709302325581396,0.33913303786392424
web-check,lissy93,34580,1155,74,3,12,TypeScript,0.9666666666666668,0.43047786384543263
kitty,kovidgoyal,34563,3598,1496,143,0,Python,0.9988577955454028,0.532075829937275
caffe,BVLC,34559,4727,1087,14,752,C++,0.7571099154496541,0.3233432832430449
OCRmyPDF,ocrmypdf,34549,4629,203,62,1,Python,0.9324026451138868,0.5403362911222888
v2ray-core,v2fly,34504,2687,1039,130,0,Go,0.977538185085355,0.3495130131532024
